codigo_unidad;nombre_unidad;codigo_organismo;nombre_organismo;region;comuna;oc_convenio_marco
1000813;"Jef Adm y Logística - Campo Militar ""Austral""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Punta Arenas;1
1001;Dirección de Vialidad - IX Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de la Araucanía;Temuco;4
1002;Dirección de Vialidad - X Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de los Lagos;Puerto Montt;7
1002584;Dirección de Educación Pública;1593363;DIRECCION DE EDUCACION PUBLICA;Región Metropolitana de Santiago;Santiago;8
1002588;SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA;1593366;SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA;Región de Coquimbo;Coquimbo;2
1002772;INSUMOS CLINICOS;7383;SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA;;;35
1003;Dirección de Vialidad - XI Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;6
1003473;INSUMOS CLINICOS;7452;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CURICO;Región del Maule;Curicó;16
1005498;COMISION PARA EL MERCADO FINANCIERO;7016;COMISION PARA EL MERCADO FINANCIERO;Región Metropolitana de Santiago;Santiago Centro;2
1006;Dirección de Vialidad - XII Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Magallanes y de la Antártica;Punta Arenas;3
1007793;Rectoría;1598310;CENTRO DE FORMACION TECNICA ESTATAL DE LA REGION DE LOS LAGOS;Región de los Lagos;Llanquihue;2
1009566;DIVLOG - Jefatura Adm. y Logística;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Estación Central;5
1011183;SAG - ÑUBLE;6919;SERVICIO AGRICOLA Y GANADERO;Región del Ñuble;Chillán;3
1013609;"Jef Adm. y Logistica - Campo Militar ""Antofagasta""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Antofagasta;Antofagasta;4
1016;Dirección de Planeamiento - MOP;7067;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Metropolitana de Santiago;Santiago Centro;4
1016414;CNTV;1606467;CONSEJO NACIONAL DE TELEVISION;Región Metropolitana de Santiago;Providencia;3
1018;Dirección de Arquitectura - MOP;7245;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Metropolitana de Santiago;Santiago Centro;1
1019;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO;7247;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Metropolitana de Santiago;Santiago;1
1020;MOP Subsecretaría ;7249;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Metropolitana de Santiago;Santiago;1
1021609;CONVENIO DE SUMINISTRO;7440;SERVICIO DE SALUD HOSPITAL DE RENGO;Región del Libertador General Bernardo O´Higgins;Rengo;1
1024;Dirección de Vialidad - I Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Tarapacá;Iquique;2
1028;Dirección de Vialidad - V Región - Dirección Regional;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Valparaíso;Valparaíso;2
1028871;Subdirección de administración y finanzas;1622793;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE HUASCO;Región de Atacama;Vallenar;33
1028897;Subdirección de administración y finanzas;1622818;SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA;Región de la Araucanía;Carahue;3
1029940;SUBSECRETARÍA DEL PATRIMONIO CULTURAL;1623817;SUBSECRETARIA DEL PATRIMONIO CULTURAL;;;4
1035;VI - Oficina Regional y Prov. Cachapoal;6924;CORP NACIONAL FORESTAL;Región del Libertador General Bernardo O´Higgins;Rancagua;1
1035685;Dirección económica y administrativa.;1629281;CENTRO DE FORMACION TECNICA ESTATAL DE LA REGION DE LOS RIOS;Región de Los Ríos;La Unión;1
1038;XII Región - Oficina Regional de Magallanes;6924;CORP NACIONAL FORESTAL;Región de Magallanes y de la Antártica;Punta Arenas;6
1039;XIII Región - Oficina Regional Metropolitana;6924;CORP NACIONAL FORESTAL;Región Metropolitana de Santiago;Providencia;5
1040;Dirección de Aeropuertos - I Región;7243;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Tarapacá;Iquique;1
1040758;Seremi de Salud XVI Región;7079;SUBSECRETARIA DE SALUD PUBLICA;Región del Ñuble;Chillán;1
1043;Dirección de Aeropuertos - XI Región;7243;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
1043030;Secretaria Regional Ministerial Ñuble;6958;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;Región del Ñuble;Chillán;2
1043046;DELEGACIÓN PRESIDENCIAL REGIONAL DE ÑUBLE;1636371;DELEGACIÓN PRESIDENCIAL REGIONAL DE ÑUBLE;Región del Ñuble;Chillán;1
1048;I MUNICIPALIDAD DE EL TABO;7066;I MUNICIPALIDAD DE EL TABO;Región de Valparaíso;El Tabo;2
1049;IFOP;7070;INSTITUTO DE FOMENTO PESQUERO;Región de Valparaíso;Valparaíso;13
1051173;Ministerio Secretaria General de la Presidencia;6949;MINISTERIO SECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA;Región Metropolitana de Santiago;Santiago;1
1051425;Dirección de Vialidad - Dirección Regional Ñuble;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región del Ñuble;Chillán;1
1051765;Región de Ñuble;6925;DIRECCION GENERAL DE GENDARMERIA DE CHIL;Región del Ñuble;Chillán;50
1053139;Facultad de Ingeniería;204439;UNIVERSIDAD DE TARAPACA;Región de Arica y Parinacota;Arica;6
1055513;BARRIOS TRANSITORIOS DE EMERGENCIA;7234;DELEGACIÓN PRESIDENCIAL REGIONAL DE TARAPACÁ;Región de Tarapacá;Iquique;1
1056854;Dirección de Tecnología ;88102;I MUNICIPALIDAD DE PROVIDENCIA;Región Metropolitana de Santiago;Providencia;1
1057049;Bienes y Servicios;7326;SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN;Región Metropolitana de Santiago;Santiago Centro;48
1057055;Fármacos;7326;SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN;;;1
1057062;Proyectos;1480923;UNIVERSIDAD DE AYSEN;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;21
1057370;Bienes y Servicios;1216633;HOSPITAL PSIQUIATRICO DR. PHILIPPE PINEL PUTAENDO;Región de Valparaíso;Putaendo;7
1057374;Bienes y Servicios;1216200;SERVICIO NACIONAL DE SALUD HOSPITAL DE LLAY LLAY;Región de Valparaíso;Llay-Llay;12
1057379;Hospital San Antonio de Putaendo;1215262;SERVICIO DE SALUD ACONCAGUA HOSPITAL DE PUTAENDO;Región de Valparaíso;Putaendo;3
1057384;Bienes y Servicios;7385;SERVICIO DE SALUD ANTOFAGASTA HOSPITAL M;Región de Antofagasta;Tocopilla;2
1057387;SERVICIO SALUD ARAUCANIA HOSPITAL DE COLLIPULLI;7462;SERVICIO SALUD ARAUCANIA HOSPITAL DE COLLIPULLI;Región Metropolitana de Santiago;Santiago;5
1057388;Bienes y Servicios;7465;SERVICIO NACIONAL DE SALUD HOSPITAL PUREN;Región de la Araucanía;Purén;6
1057389;Bienes y Servicios;7288;SERVICIO SALUD ARAUCANIA NORTE HOSPITAL VICTORIA;Región de la Araucanía;Victoria;16
1057390;Bienes y Servicios;7302;SERVICIO DE SALUD ARAUCANIA NORTE;Región de la Araucanía;Angol;2
1057402;Bienes y Servicios;7297;HOSPITAL CLINICO DE MAGALLANES DR. LAUTARO NAVARRO AVARIA;Región de Magallanes y de la Antártica;Punta Arenas;70
1057404;Bienes y Servicios;7398;SERVICIO DE SALUD ARAUCO HOSPITAL DE ARAUCO;Región del Biobío;Arauco;23
1057414;Bienes y Servicios;7308;SERVICIO DE SALUD BIO BIO;Región del Biobío;Los Angeles;2
1057415;Bienes y Servicios;7388;SERVICIO SALUD BIO BIO HOSPITAL NACIMIENTO;;;14
1057417;Bienes y Servicios;7375;COMPLEJO ASISTENCIAL DR.VICTOR RIOS RUIZ;;;63
1057418;Bienes y Servicios;7434;SERVICIO DE SALUD BIO BIO HOSPITAL DE MULCHEN;Región del Biobío;Mulchén;17
1057419;Bienes y Servicios;7404;SERVICIO DE SALUD BIO BIO HOSPITAL SANTA BARBARA;Región del Biobío;Santa Bárbara;11
1057420;Bienes y Servicios;7389;SERVICIO DE SALUD BIO BIO HOSPITAL DE HU;Región del Biobío;Tucapel;6
1057421;Bienes y Servicios;7464;SERVICIO DE SALUD BIO BIO HOSPITAL DE LAJA;Región del Biobío;Laja;4
1057422;Bienes y Servicios;7397;SERVICIO DE SALUD BIO BIO HOSPITAL DE YU;Región del Biobío;Yumbel;4
1057428;Bienes y Servicios;7475;SERVICIO NACIONAL DE SALUD HOSPITAL DE FLORIDA;Región del Biobío;Florida;8
1057429;Bienes y Servicios;7332;SERVICIO NACIONAL DE SALUD HOSPITAL DE CORONEL;Región del Biobío;Coronel;33
1057430;Bienes y Servicios;7481;SERVICIO NACIONAL DE SALUD HOSPITAL DE LOTA;Región del Biobío;Lota;44
1057431;1057431 Bienes y Servicios HTC;7479;SERVICIO NAC DE SALUD HOSPITAL TRAUMATOLOGICO;Región del Biobío;Concepción;16
1057432;Servicio de Salud  Concepción;7205;SERVICIO DE SALUD CONCEPCION;Región del Biobío;Concepción;3
1057434;Bienes y Servicios;7473;SERVICIO DE SALUD CONCEPCION ARAUCO CONS;Región del Biobío;Concepción;2
1057438;Bienes y Servicios;7329;SERVICIO DE SALUD COQUIMBO HOSPITAL VICUNA;Región de Coquimbo;Vicuña;10
1057439;Bienes y Servicios;7312;SERVICIO DE SALUD COQUIMBO HOSPITAL LA SERENA;Región de Coquimbo;La Serena;60
1057440;Servicios Externalizados;7416;SERVICIO DE SALUD COQUIMBO HOSPITAL DE COQUIMBO;;;1
1057448;Bienes y Servicios;7453;SERVICIO DE SALUD IQUIQUE;Región de Tarapacá;Iquique;2
1057461;Bienes y Servicios;7256;SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES;Región del Maule;Cauquenes;20
1057468;Bienes y Servicios;7088;SERVICIO DE SALUD METROPOLITANO CENTRAL;Región Metropolitana de Santiago;Santiago;4
1057472;Bienes y Servicios;1379869;HOSPITAL CLINICO METROPOLITANO EL CARMEN DOCTOR LUIS VALENTIN FERRADA;Región Metropolitana de Santiago;Maipú;30
1057473;Bienes y Servicios;1549752;Centro Metropolitano de Atención Prehospitalaria;Región Metropolitana de Santiago;Santiago;3
1057474;Bienes y Servicios;6963;SERVICIO DE SALUD METROPOLITANO NORTE;Región Metropolitana de Santiago;Independencia;5
1057476;Bienes y Servicios;7044;INSTITUTO PSIQUIATRICO DR JOSE HORWITZ BARAK;Región Metropolitana de Santiago;Recoleta;15
1057480;Hospital de Melipilla;7458;Hospital de Melipilla;Región Metropolitana de Santiago;Melipilla;5
1057486;Bienes y Servicios;7272;DIRECCION SERVICIO SALUD METROPOLITANO O;Región Metropolitana de Santiago;Providencia;7
1057489;Bienes y Servicios;7428;SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR;Región Metropolitana de Santiago;Providencia;85
1057490;Bienes y Servicios;7474;Instituto de Neurocirugía;Región Metropolitana de Santiago;Providencia;9
1057491;Bienes y Servicios;6918;SERVICIO DE SALUD ORIENTE HOSPITAL LUIS CALVO MACKENNA;Región Metropolitana de Santiago;Providencia;65
1057492;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;7130;HOSPITAL ORIENTE DR LUIS TISNE BROUSSE;Región Metropolitana de Santiago;Peñalolén;31
1057494;Bienes y Servicios;7305;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL;Región Metropolitana de Santiago;San Miguel;38
1057495;Bienes y Servicios;7311;SERVICIO DE SALUD SUR HOSPITAL LUCIO CORDOVA;Región Metropolitana de Santiago;San Miguel;29
1057496;Bienes y Servicios;7405;SERVICIO DE SALUD SUR HOSPITAL SAN LUIS;;;28
1057498;Bienes y Servicios;7390;SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO;Región Metropolitana de Santiago;San Bernardo;38
1057499;Bienes y Servicios;7006;SERVICIO DE SALUD SUR UNIDAD HOSPITALARI;Región Metropolitana de Santiago;San Miguel;1
1057500;Bienes y Servicios;7203;SERVICIO DE SALUD METROPOLITANO SUR ORIENTE;;;10
1057501;COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO;7320;COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO;Región Metropolitana de Santiago;Puente Alto;48
1057503;Bienes y Servicios;7331;HOSPITAL PADRE ALBERTO HURTADO;Región Metropolitana de Santiago;San Ramón;29
1057506;Bienes y Servicios;7285;SERVICIO NACIONAL DE SALUD HOSPITAL DE COELEMU;Región del Ñuble;Coelemu;13
1057508;Bienes y Servicios;6932;SERVICIO DE SALUD NUBLE;Región del Ñuble;Chillán;3
1057509;Bienes y Servicios;7042;HOSPITAL CLINICO HERMINDA MARTIN;Región del Ñuble;Chillán;30
1057510;Bienes y Servicios;7469;SERVICIO DE SALUD NUBLE HOSPITAL DE SAN CARLOS DR BENICIO ARZOLA MEDIN;Región del Ñuble;San Carlos;20
1057511;Bienes y Servicios;7137;HOSPITAL COMUNITARIO DE SALUD FAMILIAR DE BULNES;Región del Ñuble;Bulnes;5
1057512;Bienes y Servicios;7053;SERVICIO DE SALUD NUBLE HOSPITAL DE YUNG;Región del Ñuble;Yungay;14
1057513;Bienes y Servicios;7303;SERVICIO DE SALUD NUBLE HOSPITAL DE QUIRIHUE;;;5
1057514;Bienes y Servicios;7139;SERVICIO DE SALUD NUBLE HOSPITAL DE EL C;;;3
1057531;Bienes y Servicios;7470;SERVICIO NACIONAL DE SALUD HOSPITAL DE RIO NEGRO;Región de los Lagos;Río Negro;7
1057532;Bienes y Servicios;7296;SERVICIO DE SALUD OSORNO;Región de los Lagos;Osorno;4
1057533;Bienes y Servicios;1238663;HOSPITAL DEL PERPETUO SOCORRO DE QUILACAHUIN;Región de los Lagos;Osorno;3
1057534;Bienes y Servicios;7327;SERVICIO DE SALUD OSORNO HOSPITAL PURRANQUE;Región de los Lagos;Purranque;2
1057535;Bienes y Servicios;1238659;HOSPITAL FUTA SRÜKA LAWENCHE KUNKO MAPU MO;Región de los Lagos;San Juan de La Costa;2
1057536;Servicio de Salud del Reloncaví;7104;SERVICIO SALUD DEL RELONCAVI;Región de los Lagos;Puerto Montt;10
1057539;Bienes y Servicios;127018;HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI;Región de los Lagos;Puerto Montt;149
1057540;Hospital Penco - Lirquen;7446;SERVICIO SALUD TALCAHUANO HOSPITAL PENCO-LIRQUEN;Región del Biobío;Penco;13
1057541;DIRECCION SERVICIO DE SALUD TALCAHUANO;7295;DIRECCION SERVICIO DE SALUD TALCAHUANO;Región del Biobío;Talcahuano;6
1057543;Bienes y Servicios;7315;SERVICIO DE SALUD TALCAHUANO HOSPITAL DE;Región del Biobío;Tomé;26
1057544;Bienes y Servicios;7419;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;Región del Biobío;Talcahuano;25
1057545;Bienes y Servicios;7106;SERVICIO DE SALUD LOS RIOS;Región de Los Ríos;Valdivia;1
1057547;Bienes y Servicios;7410;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;;;45
1057548;Bienes y Servicios;7429;SERVICIO DE SALUD VALDIVIA HOSPITAL LA U;Región de Los Ríos;La Unión;21
1057549;Bienes y Servicios;7424;SERVICIO DE SALUD VALDIVIA HOSPITAL LANC;Región de Los Ríos;Lanco;8
1057550;Bienes y Servicios;7426;SERVICIO DE SALUD VALDIVIA HOSPITAL DE C;Región de Los Ríos;Corral;3
1057551;Bienes y Servicios;7422;SERVICIO DE SALUD VALDIVIA HOSPITAL DE P;Región de Los Ríos;Paillaco;1
1057552;Bienes y Servicios;7423;SERVICIO DE SALUD VALDIVIA HOSPITAL DE R;Región de Los Ríos;Río Bueno;6
1057553;Bienes y Servicios;7425;SERVICIO DE SALUD VALDIVIA HOSPITAL DE L;Región de Los Ríos;Los Lagos;7
1057621;Bienestar;16223;SERVICIO DE SALUD CHILOE;Región de los Lagos;Castro;1
1057655;Bienestar;7262;SERVICIO DE SALUD DEL MAULE HOSPITAL SAN JAVIER;Región del Maule;San Javier;2
1057822;Activos Fijos;7205;SERVICIO DE SALUD CONCEPCION;Región del Biobío;Concepción;2
1057934;Activos Fijos;7419;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;Región del Biobío;Talcahuano;1
1057973;Obras Civiles;7203;SERVICIO DE SALUD METROPOLITANO SUR ORIENTE;Región Metropolitana de Santiago;Puente Alto;1
1057997;Fármarcos;7391;SERVICIO DE SALUD ANTOFAGASTA HOSPITAL 21 DE MAYO TALTAL;;;1
1058035;Fármacos;7332;SERVICIO NACIONAL DE SALUD HOSPITAL DE CORONEL;Región del Biobío;Coronel;1
1058078;Fármarcos;7458;Hospital de Melipilla;Región Metropolitana de Santiago;Melipilla;26
1058086;Fármarcos;7474;Instituto de Neurocirugía;;;10
1058090;Fármarcos;7305;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL;;;1
1058128;Fármacos;127018;HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI;Región de los Lagos;Puerto Montt;3
1058339;DIDECO;116946;ILUSTRE MUNICIPALIDAD DE HUARA;Región de Tarapacá;Huara;1
1058758;Facultad de Administración y Economía;204439;UNIVERSIDAD DE TARAPACA;Región de Arica y Parinacota;Arica;3
1058823;Programa Mi Abogado;272303;CORP DE ASISTENCIA JUDICIAL DE LAS REG T;Región de Tarapacá;Iquique;4
1058900;DEPARTAMENTO DE ODONTOLOGÍA;7319;UNIVERSIDAD DE LA SERENA;Región de Coquimbo;La Serena;4
1059082;Junji - Región Ñuble;6928;JUNTA NACIONAL DE JARDINES         INFANTILES;Región del Ñuble;Chillán;1
1059240;FR ÑUBLE;224060;MINISTERIO PUBLICO;Región del Ñuble;Chillán;2
1060500;SEREMI del Ñuble;6941;MINISTERIO DE BIENES NACIONALES;Región del Ñuble;Chillán;4
1062018;Unidad de Gestión Institucional;1625610;DEFENSORIA DE LOS DERECHOS DE LA NIÑEZ;Región Metropolitana de Santiago;Santiago;5
1062448;Bienes y Servicios;7144;CONSULTORIO GENERAL URBANO VIOLETA PARRA;Región del Ñuble;Chillán;9
1063538;Bienes y Servicios;7393;HOSPITAL BASE OSORNO;;;34
1063796;Direccion de Gestion Del Riesgo y Emergencias;87382;I MUNICIPALIDAD DE CONCEPCION;Región del Biobío;Concepción;1
1065268;CENTRO DE ESPECIALIDAD DE ATENCIÓN PREHOSPITALARIA;1616398;CENTRO DE ESPECIALIDAD  DE ATENCION PREHOSPITALARIA SAMU BIO BIO;Región del Biobío;Los Angeles;1
1067355;Bienes y Servicios;1546095;HOSPITAL SANTA ELISA DE SAN JOSE DE LA MARIQUINA;Región de Los Ríos;Mariquina;2
1067455;SUBSECRETARÍA DE LA NIÑEZ;1659065;SUBSECRETARIA DE LA NIÑEZ;Región Metropolitana de Santiago;Santiago;3
1068038;Pasos Fronterizos;6944;SUBSECRETARIA DEL INTERIOR;Región Metropolitana de Santiago;Santiago;2
1069;Dirección de Vialidad - XII Región - Provincia T. del Fuego;7248;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;Región de Magallanes y de la Antártica;Porvenir;1
1069417;Dirección  de Salud Municipal Chillán;88254;I MUNICIPALIDAD DE CHILLAN;Región del Ñuble;Chillán;8
1070329;BIENES Y SERVICIOS;1443597;CESFAM LIRQUEN;Región del Biobío;Penco;2
1070620;Hospital Dr. Ernesto Torres Galdames;1662264;HOSPITAL DOCTOR ERNESTO TORRES GALDAMES;Región de Tarapacá;Iquique;179
1071580;Dirección de Recursos Humanos;116296;I MUNICIPALIDAD DE LAS CABRAS;Región del Libertador General Bernardo O´Higgins;Las Cabras;2
1072229;Regional Ñuble;1172700;FUNDACION EDUCACIONAL PARA EL DESAROLLO INTEGRAL DE LA NIÑEZ;Región del Ñuble;Chillán;2
1075337;Bienes y Servicio;7306;SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL;;;42
1075956;DEPTO ANALISIS FINANCIERO PROCESOS Y RIESGOS;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;6
1075963;Hospital Juan Noé;1667479;SERVICIO DE SALUD ARICA HOSP DR JUAN NOE CREVANI;Región de Arica y Parinacota;Arica;122
1076403;Dicompras SIN AT;7227;SUBSECRETARIA DE RELACIONES EXTERIORES;Región Metropolitana de Santiago;Santiago Centro;2
1076575;Servicio de Bienestar;7197;INSTITUTO NACIONAL DE LA JUVENTUD;Región de la Araucanía;Temuco;1
1077161;SII Pasajes Aéreos;7113;SERVICIO DE IMPUESTOS INTERNOS DIRECCION;Región Metropolitana de Santiago;Santiago Centro;32
1077241;Administración de Fondos;7296;SERVICIO DE SALUD OSORNO;Región de los Lagos;Osorno;2
1077275;Administracion de Fondos;7409;SERVICIO DE SALUD ATACAMA;Región de Atacama;Copiapó;1
1077499;ADMINISTRACION DE FONDOS;7453;SERVICIO DE SALUD IQUIQUE;Región de Tarapacá;Iquique;1
1077908;Bienes y Servicios;1648816;CENTRO ONCOLOGICO DEL NORTE;Región de Antofagasta;Antofagasta;2
1077920;Farmaco;1648816;CENTRO ONCOLOGICO DEL NORTE;Región de Antofagasta;Antofagasta;5
1078078;OFICINA NACIONAL DE EMERGENCIA DEL MINIS;7180;SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES;;;315
1078113;FONDOS EXTRAPRESUPUESTARIOS;7232;SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLES;Región Metropolitana de Santiago;Santiago Centro;1
1078177;SECCIÓN COMPRAS ZONA DE CARABINEROS ARAUCANIA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de la Araucanía;Temuco;9
1078623;SEREMI del Maule Fondos Extrapresupuestarios;6941;MINISTERIO DE BIENES NACIONALES;Región del Maule;Talca;1
1079445;SECC DE COM ZONA MAGALLANES Y ANTARTICA CHILENA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Magallanes y de la Antártica;Punta Arenas;2
1079454;SECCIÓN DE COMPRAS ZONA ANTOFAGASTA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Antofagasta;Antofagasta;4
1079486;SECCIÓN COMPRAS ZONA DE CARABINEROS ATACAMA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Atacama;Copiapó;7
1079505;SECCIÓN COMPRAS ZONA DE CARABINEROS COQUIMBO;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Coquimbo;La Serena;10
1079516;SECCIÓN COMPRAS ZONA DE CARABINEROS VALPARAISO;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Valparaíso;Valparaíso;25
1079563;SEC DE COMPRAS ZONA DE CARAB LIB BERNARDO OHIGGINS;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región del Libertador General Bernardo O´Higgins;Rancagua;16
1079566;SECCIÓN COMPRAS ZONA DE CARABINEROS MAULE;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región del Maule;Talca;18
1079576;SECCIÓN COMPRAS ZONA DE CARABINEROS BIOBIO;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región del Biobío;Concepción;13
1079580;SECCIÓN COMPRAS ZONA DE CARABINEROS ÑUBLE;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región del Ñuble;Chillán;1
1079596;SECCIÓN DE COMPRAS ZONA ARICA Y PARINACOTA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Arica y Parinacota;Arica;10
1079639;SECCIÓN COMPRAS ZONA DE CARABINEROS LOS LAGOS;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de los Lagos;Puerto Montt;1
1079650;ADMINISTRACION DE FONDOS;7205;SERVICIO DE SALUD CONCEPCION;Región del Biobío;Concepción;1
1079659;SEC COM ZONA CARA ARAUCANÍA CONT ORD PUB E INT SUR;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de la Araucanía;Victoria;8
1079689;SEC DE COMP ZONA AYSÉN DEL GRAL CARL IBAÑ DEL CAMP;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Aysén del General Carlos Ibáñez del Campo;Aysén;10
1079694;SECCIÓN COMPRAS ZONA DE CARABINEROS DE LOS RIOS;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Los Ríos;Valdivia;6
1079713;SECCIÓN COMPRAS ZONA SANTIAGO ESTE;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Ñuñoa;35
1079866;SECCIÓN COMPRAS ZONA SANTIAGO OESTE;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;18
1079967;SECCIÓN COMPRAS ZONA DE CARABINEROS TARAPACA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Tarapacá;Iquique;20
1079969;SECCIÓN COMPRAS ZONA SEG PRIV CONTROL ARMAS Y EXPL;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;10
1080094;Bienes y servicios - SAMU;7382;SERVICIO DE SALUD MAGALLANES;Región de Magallanes y de la Antártica;Punta Arenas;3
1080157;ESCUELA DE FORMACIÓN DE CARABINEROS LOS ANDES;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de Valparaíso;Algarrobo;6
1080286;SECCIÓN COMPRAS ZONA METROPOLITANA;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;11
1080936;ESCUELA DE INVESTIGACIONES POLICIALES;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región Metropolitana de Santiago;Estación Central;1
1082957;MN PROMOCION DE EXPORTACIONES;1674056;DIRECCION GENERAL DE PROMOCION DE EXPORTACIONES;Región Metropolitana de Santiago;Santiago Centro;3
1084148;SLEPCH - Programa 01;1675210;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO;;;3
1084156;Compras y Licitaciones;1675218;SERVICIO LOCAL DE EDUCACION PUBLICA ANDALIEN SUR;Región del Biobío;Concepción;7
1084170;SLEP Gabriela Mistral  P01;1675231;SERVICIO LOCAL DE EDUCACION PUBLICA DE GABRIELA MISTRAL;Región Metropolitana de Santiago;La Granja;1
1087;XV Región - Oficina Regional Arica y Parinacota;6924;CORP NACIONAL FORESTAL;Región de Arica y Parinacota;Arica;1
1087105;Programa  Mi Abogado Concepción;7354;CORPORACION DE ASISTENCIA JUDICIAL DE LA REGION DEL BIO BIO;Región del Biobío;Concepción;2
1088;III  Región - Oficina Regional de Atacama;6924;CORP NACIONAL FORESTAL;Región de Atacama;Copiapó;1
1089561;Dirección Regional del Trabajo del Ñuble;7000;DIRECCION DEL TRABAJO;Región del Ñuble;Chillán;4
