codigo_unidad;nombre_unidad;codigo_organismo;nombre_organismo;region;comuna;oc_convenio_marco
3235;POLICLINICO MEDICO DENTAL IQUIQUE;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Tarapacá;Iquique;10
324;Administración y Finanzas - Abastecimiento;7241;I MUNICIPALIDAD DE CERRILLOS;Región Metropolitana de Santiago;Cerrillos;3
3241;DEPTO. DE BIENESTAR SOCIAL (M);111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Magallanes y de la Antártica;Punta Arenas;4
3244;Departamento de Educación;113981;I MUNICIPALIDAD DE SANTO DOMINGO;Región de Valparaíso;Santo Domingo;4
3245;Departamento de Salud;113981;I MUNICIPALIDAD DE SANTO DOMINGO;Región de Valparaíso;Santo Domingo;1
3250;GOBERNACION MARITIMA DE PUERTO MONTT;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de los Lagos;Puerto Montt;9
3251;Departamento de Salud;113978;I MUNICIPALIDAD DE PELLUHUE;;;4
3253;Secretaría de  Planificación;113978;I MUNICIPALIDAD DE PELLUHUE;Región del Maule;Pelluhue;1
3260;Departamento de Salud;114075;I MUNICIPALIDAD DE RIO HURTADO;Región de Coquimbo;Río Hurtado;3
3265;Direccion de  Administracion y Finanzas;114075;I MUNICIPALIDAD DE RIO HURTADO;Región de Coquimbo;Río Hurtado;1
3268;IVª Brigada Aérea;6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Región de Magallanes y de la Antártica;Punta Arenas;34
3269;Servicio Aerofotogramétrico;6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;;;4
3270;Academia de Guerra Aérea;6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Región Metropolitana de Santiago;Las Condes;2
3275;LOGISTICA VALPARAISO;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región Metropolitana de Santiago;Santiago;1
3280;GOBERNACION MARITIMA DE VALPARAISO;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Valparaíso;Valparaíso;2
3285;DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS;114393;I MUNICIPALIDAD DE CURACO DE VELEZ;Región de los Lagos;Curaco de Vélez;1
3287;Departamento de Finanzas;114398;I MUNICIPALIDAD DE LICANTEN;Región del Maule;Licantén;3
3288;DIRECCION GENERAL DEL PERSONAL (REMUNERACIONES);111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Valparaíso;Valparaíso;16
3290;LOGISTICA  TEMUCO;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región de la Araucanía;Temuco;2
3299;Departamento Educación;114398;I MUNICIPALIDAD DE LICANTEN;Región del Maule;Licantén;2
3300;Deparatamento Salud;114398;I MUNICIPALIDAD DE LICANTEN;Región del Maule;Licantén;1
3309;Departamento Comunal de Salud ;114395;I MUNICIPALIDAD DE TUCAPEL;Región del Biobío;Tucapel;3
3311;LOGISTICA TALCA;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región del Maule;Talca;1
3316;Escuela de Suboficiales de Carabineros;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Macul;32
3319;LOGISTICA  CONCEPCION;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región del Biobío;Concepción;1
3320;Dpto. de Abastto. del Cuartel General;6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Región Metropolitana de Santiago;Cerrillos;1
3323;Academia de Ciencias Policiales de Carabineros;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Ñuñoa;19
3325;LOGISTICA COYHAIQUE;111880;POLICIA DE INVESTIGACIONES DE CHILE;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;1
3326;Depto.Transportes L.3;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;3
3328;"Hospital Clinico "" General Dr. Raúl Yazigi J.""";6946;FUERZA AEREA DE CHILE COMANDO LOGISTICO;Región Metropolitana de Santiago;Las Condes;42
3330;ALABARCA;98462;I MUNICIPALIDAD DE VITACURA;Región Metropolitana de Santiago;Vitacura;1
3333;Departamento Finanzas-Adquisiones;114724;I MUNICIPALIDAD DE OLMUE;Región de Valparaíso;Olmué;1
3334;Ilustre Municipalidad de La Unión;114725;I MUNICIPALIDAD DE LA UNION;Región de Los Ríos;La Unión;1
3335;Departamento de Educación;114725;I MUNICIPALIDAD DE LA UNION;Región de Los Ríos;La Unión;6
3337;División de Salud  - DIVSAL;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;7
3340;Brigada Motorizada Nº 24 Huamachuco BRIMOT N° 24;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Arica y Parinacota;Putre;2
3347;Comandancia en Jefe del Ejército - CJE;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;3
3349;2da Brigada Acorazada Cazadores - 2DA BRIACO;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Tarapacá;Pozo Almonte;9
3352;Escuela de Caballería Blindada - ESC CBL;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Tarapacá;Iquique;6
3355;Destacamento Montaña Nº 17 Los Ángeles-DESMÑA N°17;111870;DIVISION LOGISTICA DEL EJERCITO;Región del Biobío;Los Angeles;9
3363;División de Bienestar - Cuartel General;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;8
3365;Regimiento Nº 6 Chacabuco -R N° 6;111870;DIVISION LOGISTICA DEL EJERCITO;Región del Biobío;Concepción;2
3366;Cuartel General V División de Ejército - CGVDE;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Punta Arenas;1
3367;"Regimiento Logístico N° 5 ""Magallanes";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Punta Arenas;2
3370;"Regimiento de Inteligencia del Ejercito N 1 ""Soberania""";111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Providencia;1
3373;Escuela de Paracaidistas y Fuerzas Especiales - ESCPARACFFEE;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Colina;2
3374;"Regimiento N° 19 ""Colchagua""";111870;DIVISION LOGISTICA DEL EJERCITO;Región del Libertador General Bernardo O´Higgins;San Fernando;3
3376;DIVLOG - Comando DIVLOG;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Estación Central;2
3378;Hospital Militar de Santiago- HMS;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;La Reina;26
3381;Regimiento Escolta Presidencial N° 1 Granaderos;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Valparaíso;Quillota;7
3382;Centro Clínico Militar Concepción- CCM Concepción;111870;DIVISION LOGISTICA DEL EJERCITO;Región del Biobío;Concepción;2
3383;Central Odontológica del Ejército -  COE;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;2
3385;Escuela de Artillería - ESCART;111870;DIVISION LOGISTICA DEL EJERCITO;Región del Maule;Linares;12
3387;Regimiento Logístico del Ejército Nº1 Bellavista - RLE Nº1;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Conchalí;1
3390;Brigada Motorizada Nº 4 Rancagua - BRIMOT N 4;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Arica y Parinacota;Arica;3
3391;Hospital Militar del Norte - HMN;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Antofagasta;Antofagasta;7
3399;Regimiento N° 16 Talca - R Nº16;111870;DIVISION LOGISTICA DEL EJERCITO;Región del Maule;Talca;9
3407;Regimiento N° 10 Pudeto - R N° 10;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Punta Arenas;1
3409;Destacamento Motorizado Nº 11 Caupolicán;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Porvenir;5
3412;Destacamento Acorazado Nº 5 Lanceros - DESACO 5;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Puerto Natales;3
3415;Escuela de los Servicios - ESCSERV;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;La Reina;4
3416;Escuela Militar -ESCMIL;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Las Condes;17
3421;Regimiento de Policía Militar Nº1 Santiago;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Peñalolén;4
3428;"Destacamento de Montaña N° 8 ""Tucapel"" DESMÑA N° 8";111870;DIVISION LOGISTICA DEL EJERCITO;Región de la Araucanía;Temuco;11
3431;Regimiento N° 8 Chiloé - R Nº 8;111870;DIVISION LOGISTICA DEL EJERCITO;Región Aysén del General Carlos Ibáñez del Campo;Aysén;4
3434;Escuela de Formación Grupo Temuco;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región de la Araucanía;Temuco;4
3436;Escuela de Suboficiales  - ESCSOF;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Maipú;21
3438;Escuela de Infantería - ESCINF;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;San Bernardo;4
3439;Depto.Fomento Equino L4;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago;2
3442;Administración y Finanzas;114914;I MUNICIPALIDAD DE VICHUQUEN;Región del Maule;Vichuquén;1
3443;Dirección de Administración y Finanzas;114916;I MUNICIPALIDAD DE PURRANQUE;Región de los Lagos;Purranque;1
3444;Regimiento Logístico del Ejército Nº2 Arsenales de Guerra;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Colina;2
3446;Escuela de Montaña - ESCMÑA;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Valparaíso;Los Andes;4
3447;Direccion de Administracion y Finanzas;114923;MUNICIPALIDAD DE ALTO HOSPICIO;Región de Tarapacá;Alto Hospicio;13
3449;EDUCACION;114925;I MUNICIPALIDAD DE COBQUECURA;Región del Ñuble;Cobquecura;1
3450;Escuela de Telecomunicaciones - ESCTEL;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Peñalolén;1
3453;Escuela de Formación de Carabineros;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Cerrillos;25
3455;"Regimiento de Infantería N° 1 ""Buín""";111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Recoleta;5
3459;1ra Brigada Acorazada Coraceros - 1RA BRIACO;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Arica y Parinacota;Arica;11
3460;"Regimiento Logístico N° 3 ""Victoria""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de la Araucanía;Victoria;7
3469;DEPTO. DE FINANZAS;7501;I MUNICIPALIDAD DE CHANCO;Región del Maule;Chanco;3
3471;Hospital de Carabineros;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Ñuñoa;9
3474;Escuela de Carabineros;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Ñuñoa;23
3477; Area Municipal;115009;I MUNICIPALIDAD DE VILCUN;Región de la Araucanía;Vilcún;3
3478;I MUNICIPALIDAD DE QUINTA DE TILCOCO;115010;I MUNICIPALIDAD DE QUINTA DE TILCOCO;;;1
3479;Municipalidad De Calbuco;115011;I MUNICIPALIDAD DE CALBUCO;Región de los Lagos;Calbuco;8
3480;Destacamento Montaña Nº 9 Arauco - DESMÑA N° 9;111870;DIVISION LOGISTICA DEL EJERCITO;Región de los Lagos;Osorno;3
3481;"Regimiento N° 12 ""Sangra""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de los Lagos;Puerto Varas;2
3482;"Regimiento N° 9 ""Chillán""";111870;DIVISION LOGISTICA DEL EJERCITO;Región del Ñuble;Chillán;3
3483;"Regimiento Logístico N° 6 ""Pisagua""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Arica y Parinacota;Arica;8
3485;Unidad De Adquisiciones;114924;I MUNICIPALIDAD DE NUEVA IMPERIAL;Región de la Araucanía;Nueva Imperial;2
3486;Departamento De Salud;114924;I MUNICIPALIDAD DE NUEVA IMPERIAL;Región de la Araucanía;Nueva Imperial;3
3494;Departamento Educación;115009;I MUNICIPALIDAD DE VILCUN;;;2
3495;Departamento Salud;115009;I MUNICIPALIDAD DE VILCUN;Región de la Araucanía;Vilcún;3
3496;SALUD;114925;I MUNICIPALIDAD DE COBQUECURA;Región del Ñuble;Cobquecura;1
3497;ADQUISICIONES;114925;I MUNICIPALIDAD DE COBQUECURA;Región del Ñuble;Cobquecura;3
3500;Educación;115010;I MUNICIPALIDAD DE QUINTA DE TILCOCO;Región del Libertador General Bernardo O´Higgins;Quinta de Tilcoco;1
3501;Departamento de Salud;115010;I MUNICIPALIDAD DE QUINTA DE TILCOCO;Región del Libertador General Bernardo O´Higgins;Quinta de Tilcoco;2
3502;MUNICIPALIDAD DE TRAIGUEN;115163;MUNICIPALIDAD DE TRAIGUEN;Región de la Araucanía;Traiguén;2
3504;Adquisiciones;115165;I MUNICIPALIDAD DE DALCAHUE;Región de los Lagos;Dalcahue;1
3505;MUNICIPALIDAD DE PENCAHUE;115166;I MUNICIPALIDAD DE PENCAHUE;Región del Maule;Pencahue;1
3506;UNIDAD DE ADQUISICIONES;115167;I MUNICIPALIDAD DE TOCOPILLA;Región de Antofagasta;Antofagasta;4
3507;Departamento de Salud;115011;I MUNICIPALIDAD DE CALBUCO;Región de los Lagos;Calbuco;2
3509;DEPARTAMENTO DE SALUD MUNICIPAL;115164;I MUNICIPALIDAD DE ILLAPEL;;;3
3510;Departamento de Educacion;115011;I MUNICIPALIDAD DE CALBUCO;Región de los Lagos;Calbuco;9
3511;DEPARTAMENTO DE EDUCACION MUNICIPAL;115164;I MUNICIPALIDAD DE ILLAPEL;Región de Coquimbo;Illapel;1
3512;DEPARTAMENTO DE  FINANZAS MUNICIPAL;115164;I MUNICIPALIDAD DE ILLAPEL;Región de Coquimbo;Illapel;3
3515;Direccion de Administracion y Finanzas;115185;I MUNICIPALIDAD DE LA CALERA;Región de Valparaíso;La Calera;2
3517;SALUD;115163;MUNICIPALIDAD DE TRAIGUEN;Región de la Araucanía;Traiguén;3
3518;EDUCACION;115163;MUNICIPALIDAD DE TRAIGUEN;Región de la Araucanía;Traiguén;5
3522;Escuela de Inteligencia  - ESCINTEL;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Colina;1
3524;División de Ingenieros - DIVINGE;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Quinta Normal;6
3525;Jefatura del Cuerpo Militar del Trabajo - JEFCMT;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Quinta Normal;2
3530;"Regimiento N 2 ""Maipo""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Valparaíso;Valparaíso;6
3532;"Regimiento N° 21 ""Coquimbo""";111870;DIVISION LOGISTICA DEL EJERCITO;Región de Coquimbo;La Serena;2
3533;Regimiento de Caballería Nº 3 Húsares - RC Nº 3;111870;DIVISION LOGISTICA DEL EJERCITO;Región de la Araucanía;Angol;11
3536;Escuela de Ingenieros - ESCING;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Valparaíso;San Antonio;4
3537;Cuerpo Militar del Trabajo Subjef Zonal Pto. Montt;111870;DIVISION LOGISTICA DEL EJERCITO;Región de los Lagos;Puerto Montt;3
3540;Cuerpo Militar del Trabajo Subjefatura Zonal Coyhaique;111870;DIVISION LOGISTICA DEL EJERCITO;Región Aysén del General Carlos Ibáñez del Campo;Coyhaique;4
3541;Segundo Juzgado Militar de Santiago - II JUZMIL;111870;DIVISION LOGISTICA DEL EJERCITO;;;2
3542;Cuerpo Militar del Trabajo Subjefatura Zonal Punta Arenas;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Magallanes y de la Antártica;Punta Arenas;1
3544;Destacamento Montaña Nº 3 Yungay - DESMÑA N° 3;111870;DIVISION LOGISTICA DEL EJERCITO;Región de Valparaíso;Los Andes;4
355;HOSPITAL HANGA ROA;7272;DIRECCION SERVICIO SALUD METROPOLITANO O;Región de Valparaíso;Isla De Pascua;4
3553;MINISTERIO DE BIENES NACIONALES;6941;MINISTERIO DE BIENES NACIONALES;Región Metropolitana de Santiago;Santiago Centro;10
3558;SALUD;115166;I MUNICIPALIDAD DE PENCAHUE;Región del Maule;Pencahue;1
3560;Departamento de Educacion Municipal;115185;I MUNICIPALIDAD DE LA CALERA;Región de Valparaíso;La Calera;1
3561;Departamento de Salud Municipal;115185;I MUNICIPALIDAD DE LA CALERA;Región de Valparaíso;La Calera;2
3563;ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT;115280;ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT;Región de la Araucanía;Teodoro Schmidt;3
3565;MUNICIPALIDAD ;115280;ILUSTRE MUNICIPALIDAD TEODORO SCHMIDT;Región de la Araucanía;Teodoro Schmidt;2
3587;Departamento de Salud Municipal Carahue;115186;I MUNICIPALIDAD DE CARAHUE;Región de la Araucanía;Carahue;3
359;Inst Nacional del Cancer Adquisiciones;7276;Instituto Nacional del Cancer;Región Metropolitana de Santiago;Independencia;8
3594;I MUNICIPALIDAD DE PORTEZUELO;115299;I MUNICIPALIDAD DE PORTEZUELO;Región del Ñuble;Portezuelo;1
3595;Ilustre Municipalidad de Rio Verde;115301;ILUSTRE MUNICIPALIDAD DE RIO VERDE;Región de Magallanes y de la Antártica;Río Verde;2
3596;Municipalidad de Papudo - Dpto. Adquisiciones;115302;I MUNICIPALIDAD DE PAPUDO;;;5
3597;Ilustre Municipalidad de Vicuña;115303;I MUNICIPALIDAD DE VICUNA;Región de Coquimbo;Vicuña;1
3598;Ilustre Municipalidad de Marchigue;115304;I MUNICIPALIDAD DE MARCHIGUE;Región del Libertador General Bernardo O´Higgins;Marchigue;1
3600;Departamento de Salud;115299;I MUNICIPALIDAD DE PORTEZUELO;;;2
3606;SALUD;115311;I MUNICIPALIDAD DE MULCHEN;;;1
3608;I MUNICIPALIDAD DE SAAVEDRA;115313;I MUNICIPALIDAD DE SAAVEDRA;Región de la Araucanía;Puerto Saavedra;1
3617;XII Región - Oficina Provincial Ultima Esperanza;6924;CORP NACIONAL FORESTAL;;;3
362;H_Chanco;7279;SERVICIO DE SALUD DEL MAULE HOSPITAL DE;;;2
3620;Municipalidad de San José de Maipo;115457;I MUNICIPALIDAD DE SAN JOSE DE MAIPO;Región Metropolitana de Santiago;San José de Maipo;2
3621;I MUNICIPALIDAD DE CABILDO;115459;I MUNICIPALIDAD DE CABILDO;Región de Valparaíso;Cabildo;4
3623;Municipalidad de Máfil - Adquisiciones;115464;I MUNICIPALIDAD DE MAFIL;Región de Los Ríos;Máfil;1
3624;Municipalidad De Nogales;115468;I MUNICIPALIDAD DE NOGALES;Región de Valparaíso;Nogales;3
363;SERVICIO DE SALUD DEL MAULE HOSPITAL DE MOLINA;7280;SERVICIO DE SALUD DEL MAULE HOSPITAL DE MOLINA;Región del Maule;Molina;6
3630;Municipalidad de Máfil - Depto. Salud;115464;I MUNICIPALIDAD DE MAFIL;Región de Los Ríos;Máfil;2
3632;Municipalidad De Nogales Dpto Salud;115468;I MUNICIPALIDAD DE NOGALES;Región de Valparaíso;Nogales;3
3633;Municipalidad De Nogales Educacion;115468;I MUNICIPALIDAD DE NOGALES;Región de Valparaíso;Nogales;2
3634;I. Municipalidad de Malloa;115609;I MUNICIPALIDAD DE MALLOA;Región del Libertador General Bernardo O´Higgins;Malloa;5
3637;Municipalidad de San Gregorio - Adquisiciones;115795;ILUSTRE MUNICIPALIDAD DE SAN GREGORIO;Región de Magallanes y de la Antártica;San Gregorio;3
3649;Ilustre Municipalidad de Quilleco;115979;I MUNICIPALIDAD DE QUILLECO;Región del Biobío;Quilleco;1
3654;Instituto de Investigaciones y Control - IDIC;111870;DIVISION LOGISTICA DEL EJERCITO;Región Metropolitana de Santiago;Santiago;6
3656;Ilustre Municipalidad de Requínoa;116215;I MUNICIPALIDAD DE REQUINOA;Región del Libertador General Bernardo O´Higgins;Requinoa;1
3658;Adquisiciones;116219;I MUNICIPALIDAD DE CALERA DE TANGO;Región Metropolitana de Santiago;Calera De Tango;4
3659;Ilustre Municipalidad de Chillan Viejo;116221;ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO;Región del Ñuble;Chillán Viejo;2
3661;Adquisiciones;116226;I MUNICIPALIDAD DE SAN ESTEBAN;Región de Valparaíso;San Esteban;3
3663;Salud;116215;I MUNICIPALIDAD DE REQUINOA;Región del Libertador General Bernardo O´Higgins;Requinoa;1
3665;Municipalidad ;116218;I MUNICIPALIDAD DE TIL TIL;Región Metropolitana de Santiago;Til Til;1
3674;Salud;116221;ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO;Región del Ñuble;Chillán Viejo;3
3675;Departamento de Salud;116223;I MUNICIPALIDAD DE PETORCA;Región de Valparaíso;Petorca;2
3679;Salud;116226;I MUNICIPALIDAD DE SAN ESTEBAN;Región de Valparaíso;San Esteban;2
3690;Salud;116296;I MUNICIPALIDAD DE LAS CABRAS;Región del Libertador General Bernardo O´Higgins;Las Cabras;1
3691;Educación;116296;I MUNICIPALIDAD DE LAS CABRAS;Región del Libertador General Bernardo O´Higgins;Las Cabras;2
3694;Departamento de Adquisiciones;116298;I MUNICIPALIDAD DE EL QUISCO;Región de Valparaíso;El Quisco;1
3695;Departamento De Educacion;116299;I MUNICIPALIDAD DE TENO;Región del Maule;Teno;3
3696;Departamento De Salud;116299;I MUNICIPALIDAD DE TENO;Región del Maule;Teno;5
3697;Adquisiciones;116399;I MUNICIPALIDAD DE VICTORIA;Región de la Araucanía;Victoria;6
3699;I MUNICIPALIDAD DE PUMANQUE;116402;I MUNICIPALIDAD DE PUMANQUE;Región del Libertador General Bernardo O´Higgins;Pumanque;1
3703;Finanzas;116406;I MUNICIPALIDAD DE HUASCO;Región de Atacama;Huasco;2
3704;Adquisiciones;116407;Ilustre Municipalidad de Cabo de Hornos;Región de Magallanes y de la Antártica;Cabo de Hornos;4
3705;Municipalidad;116408;I MUNICIPALIDAD DE LOS SAUCES;;;2
3706;Adquisiciones;116409;I MUNICIPALIDAD DE SAN IGNACIO;Región del Ñuble;San Ignacio;1
3707;Adquisiciones;116410;I MUNICIPALIDAD DE LA HIGUERA;Región de Coquimbo;La Higuera;1
3708;Adquisiciones;116411;I MUNICIPALIDAD DE PITRUFQUEN;Región de la Araucanía;Pitrufquén;2
3709;Educación;116399;I MUNICIPALIDAD DE VICTORIA;Región de la Araucanía;Victoria;7
3710;Salud;116399;I MUNICIPALIDAD DE VICTORIA;Región de la Araucanía;Victoria;10
3712;Finanzas;116401;I MUNICIPALIDAD DE LOS VILOS;Región de Coquimbo;Los Vilos;15
3713;Salud;116401;I MUNICIPALIDAD DE LOS VILOS;Región de Coquimbo;Los Vilos;3
3714;Educacion;116401;I MUNICIPALIDAD DE LOS VILOS;Región de Coquimbo;Los Vilos;1
3717;Departamento de Educación Municipal;116402;I MUNICIPALIDAD DE PUMANQUE;Región del Libertador General Bernardo O´Higgins;Pumanque;1
3723;Unidad Adquisiciones;116403;I MUNICIPALIDAD DE PUQUELDON;Región de los Lagos;Puqueldón;2
3729;Secpla;116404;I MUNICIPALIDAD DE CHIMBARONGO;Región del Libertador General Bernardo O´Higgins;Chimbarongo;1
3730;Adquisiciones  Obras;116404;I MUNICIPALIDAD DE CHIMBARONGO;Región del Libertador General Bernardo O´Higgins;Chimbarongo;4
3734;Adquisiciones;116405;I MUNICIPALIDAD DE LAJA;Región del Biobío;Laja;3
3736;Educación;116405;I MUNICIPALIDAD DE LAJA;Región del Biobío;Laja;11
3737;Salud;116405;I MUNICIPALIDAD DE LAJA;Región del Biobío;Laja;4
3743;Departamento De Educacion;116408;I MUNICIPALIDAD DE LOS SAUCES;Región de la Araucanía;Los Sauces;1
3747;Salud;116409;I MUNICIPALIDAD DE SAN IGNACIO;Región del Ñuble;San Ignacio;1
3751;Dpto.Educación Municipal;116411;I MUNICIPALIDAD DE PITRUFQUEN;Región de la Araucanía;Pitrufquén;7
3752;Dpto.Salud Municipal;116411;I MUNICIPALIDAD DE PITRUFQUEN;Región de la Araucanía;Pitrufquén;2
3754;SALUD;84473;I MUNICIPALIDAD DE CANELA;Región de Coquimbo;Canela;5
3755;Fiscalización y Control;7007;SUBSECRETARIA DE TRANSPORTES;Región Metropolitana de Santiago;Santiago;1
3756;I MUNICIPALIDAD DE PELARCO;116729;I MUNICIPALIDAD DE PELARCO;Región del Maule;Pelarco;1
3759;Ilustre Municipalidad de Yerbas Buenas;116738;Ilustre Municipalidad de Yerbas Buenas;Región del Maule;Yerbas Buenas;3
3760;IM De El Monte - Adquisiciones;116741;I MUNICIPALIDAD DE EL MONTE;;;1
3762;I MUNICIPALIDAD DE PAILLACO;116744;I MUNICIPALIDAD DE PAILLACO;Región de Los Ríos;Paillaco;1
3764;I MUNICIPALIDAD DE NANCAGUA;116750;I MUNICIPALIDAD DE NANCAGUA;Región del Libertador General Bernardo O´Higgins;Nancagua;2
3765;Hospital Doctor  Leopoldo Ortega Rodríguez;116754;SERVICIO NACIONAL DE SALUD HOSPITAL DE C;Región Aysén del General Carlos Ibáñez del Campo;Chile Chico;4
3767;Educacion;116729;I MUNICIPALIDAD DE PELARCO;Región del Maule;Pelarco;2
377;MUNICIPALIDAD DE ALGARROBO-ADQUISICIONES;7294;I MUNICIPALIDAD DE ALGARROBO;Región de Valparaíso;Algarrobo;1
3776;UNIDAD DE ADMINISTRACIÓN Y FINANZAS;116733;I MUNICIPALIDAD DE HIJUELAS;Región de Valparaíso;Hijuelas;6
3780;Depto. Salud;116738;Ilustre Municipalidad de Yerbas Buenas;Región del Maule;Yerbas Buenas;2
3781;COMANDANCIA EN JEFE DE LA Ia ZONA NAVAL;111875;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;Región de Valparaíso;Valparaíso;1
3784;Adquisiciones ;116742;I MUNICIPALIDAD DE COELEMU;Región del Ñuble;Coelemu;3
3786;Depto. De Salud;116742;I MUNICIPALIDAD DE COELEMU;Región del Ñuble;Coelemu;1
3787;Depto. Antidrogas O.S.7;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Providencia;1
3789;Dpto. Salud;116744;I MUNICIPALIDAD DE PAILLACO;Región de Los Ríos;Paillaco;5
3791;Finanzas;116747;I MUNICIPALIDAD DE CISNES;;;2
3794;Sec.Gest.Financ.P.3;113812;DIRECCION DE LOGISTICA DE CARABINEROS;Región Metropolitana de Santiago;Santiago Centro;123
3797;I MUNICIPALIDAD DE COCHRANE;116942;I MUNICIPALIDAD DE COCHRANE;Región Aysén del General Carlos Ibáñez del Campo;Cochrane;2
3799;Municipalidad de Purén;116945;I MUNICIPALIDAD DE PUREN;;;1
3801;Secplan;116940;I MUNICIPALIDAD DE QUILACO;Región del Biobío;Quilaco;1
3807;I MUNICIPALIDAD DE EMPEDRADO;116944;I MUNICIPALIDAD DE EMPEDRADO;Región del Maule;Empedrado;1
3808;Depto. Educacion;116945;I MUNICIPALIDAD DE PUREN;Región de la Araucanía;Purén;2
3810;Ilustre Municipalidad de Pichilemu;117179;ILUSTRE MUNICIPALIDAD DE PICHILEMU;Región del Libertador General Bernardo O´Higgins;Pichilemu;9
3811;DAF/ADQUISICIONES;117181;I MUNICIPALIDAD DE ISLA DE MAIPO;Región Metropolitana de Santiago;Isla de Maipo;1
